id,Gender,gender,Age,Under 30,Senior Citizen,*age,age,Married,married,Dependents,Number of Dependents,*num_depnd,num_dep,City,Lat Long,Latitude,Longitude,location,Population,,Satisfaction Score,*score,score,Referred a Friend,Number of Referrals,*num_ref,num_ref,Tenure in Months,,,Offer,,,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train,is_train_and_na_churn
0191-EQUUH,Female,,21,Yes,No,21,21,Yes,,No,NA,0,,NA,"34.741406, -118.38111",34.741406,-118.38111,,49309,,3,,,NA,2,2,2,25,,,None,,,Yes,10.49,No,No,None,0,No,No,No,No,No,No,No,No,NA,Yes,Bank Withdrawal,20.2,507.9,0,0,262.25,770.15,No Churn,NA,TRUE,0
4833-QTJNO,NA,,23,NA,No,23,23,No,,No,0,0,,Littlerock,"34.505273, -117.955054",34.505273,-117.955054,,NA,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0
7343-EOBEU,Male,,53,No,No,53,53,No,,No,NA,0,,Llano,"34.500091, -117.765862",34.500091,-117.765862,,1220,,3,,,No,NA,0,0,10,,,Offer D,,,No,0,No,Yes,DSL,22,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,No,NA,35.75,NA,0,0,0,389.8,NA,TRUE,NA,0
4760-THGOT,Female,,NA,No,No,NA,NA,No,,No,NA,0,,Mammoth Lakes,NA,37.550074,-118.837167,,8217,,5,,,No,0,0,0,11,,,NA,,,Yes,7.42,NA,Yes,DSL,17,No,No,Yes,NA,NA,No,No,Yes,One Year,No,Bank Withdrawal,53.8,651.55,0,NA,81.62,NA,No Churn,NA,TRUE,0
8603-IJWDN,Male,,56,NA,No,56,56,NA,,Yes,3,3,,NA,NA,36.296851,-117.865469,,318,,NA,,,Yes,3,3,3,4,,,None,,,NA,NA,NA,Yes,DSL,53,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Credit Card,38.55,156.1,0,0,0,156.1,No Churn,NA,TRUE,0
5469-CTCWN,Male,,NA,Yes,No,24,24,No,,No,0,0,,Palmdale,"34.536232, -118.082935",34.536232,-118.082935,,67232,,4,,,No,0,0,0,68,,,None,,,No,0,No,Yes,DSL,NA,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2796.35,0,0,0,2796.35,NA,NA,TRUE,1
3694-DELSO,Female,,38,No,No,38,38,No,,No,0,0,,NA,"34.557711, -118.029441",34.557711,NA,,25370,,NA,,,No,0,0,0,18,,,Offer D,,,Yes,18.8,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Mailed Check,20.1,407.05,0,0,338.4,745.45,No Churn,NA,TRUE,0
2387-KDZQY,Male,,NA,NA,No,NA,NA,No,,No,0,0,,Randsburg,"35.405722, -117.773354",35.405722,NA,,117,,5,,,No,0,0,0,NA,,,Offer C,,,Yes,13.34,No,No,None,0,NA,No,NA,No,No,NA,No,No,Month-to-Month,Yes,Bank Withdrawal,20.3,511.25,0,0,346.84,858.09,No Churn,NA,TRUE,0
7951-QKZPL,NA,,48,No,NA,48,48,NA,,No,0,0,,Temecula,"33.507255, -117.029473",33.507255,-117.029473,,46171,,NA,,,Yes,5,5,5,17,,,Offer D,,,No,0,No,Yes,DSL,23,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.65,646.05,0,0,0,646.05,No Churn,NA,TRUE,0
2153-MREFK,Male,,35,No,No,35,35,No,,No,0,0,,Valyermo,"34.39583, -117.734568",34.39583,-117.734568,,413,,3,,,No,0,0,0,30,,,Offer C,,,Yes,47.06,No,Yes,Cable,24,Yes,No,Yes,No,No,No,No,Yes,Two Year,Yes,Mailed Check,55.65,1653.85,0,0,1411.8,NA,NA,NA,TRUE,1
3194-ORPIK,Male,,61,NA,NA,61,61,NA,,No,NA,0,,Auberry,"36.991762, -119.242874",36.991762,NA,,3464,,4,,,NA,0,0,0,9,,,None,,,No,0,NA,Yes,NA,14,Yes,No,Yes,Yes,No,NA,Yes,Yes,One Year,No,NA,50.8,463.6,0,0,0,463.6,No Churn,NA,TRUE,0
5816-SCGFC,NA,,44,No,No,44,44,Yes,,Yes,3,3,,Badger,"36.64545, -118.924982",36.64545,-118.924982,,273,,4,,,Yes,NA,1,1,3,,,None,,,Yes,30.34,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.65,NA,NA,0,NA,151.67,NA,TRUE,NA,0
1848-LBZHY,Female,,44,No,No,44,44,No,,Yes,NA,2,,Bass Lake,"37.458367, -119.345011",37.458367,NA,,613,,NA,,,No,0,0,0,14,,,Offer D,,,Yes,44.14,No,Yes,DSL,24,No,No,Yes,NA,Yes,No,No,NA,Month-to-Month,Yes,Credit Card,59.8,824.85,0,0,617.96,1442.81,NA,NA,TRUE,1
4654-ULTTN,Female,,38,No,NA,38,38,No,,No,NA,0,,Biola,NA,NA,-120.019511,,807,,3,,,No,0,0,0,7,,,None,,,Yes,15.84,No,Yes,NA,14,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,61.4,438.9,NA,0,110.88,549.78,No Churn,NA,TRUE,0
0727-BNRLG,Male,,61,No,No,61,61,Yes,,No,0,0,,Caruthers,"36.5276, -119.865999",36.5276,NA,,5446,,3,,,Yes,8,8,8,17,,,Offer D,,,Yes,14.69,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.9,329.75,0,0,NA,579.48,No Churn,NA,TRUE,0
4298-OYIFC,Male,,22,Yes,No,22,22,Yes,,Yes,3,3,,Chowchilla,NA,37.100948,-120.270136,,19391,,NA,,,Yes,5,5,5,32,,,Offer C,,,Yes,35.05,No,No,None,NA,No,No,No,No,NA,No,No,No,Month-to-Month,Yes,Credit Card,19.45,674.55,0,NA,1121.6,1796.15,No Churn,NA,TRUE,0
0512-FLFDW,Female,,27,Yes,No,27,27,Yes,,NA,3,3,,Coarsegold,NA,37.212191,-119.749323,,9395,,4,,,Yes,9,9,9,72,,,None,,,NA,33.39,Yes,Yes,Fiber Optic,52,Yes,Yes,NA,No,Yes,Yes,Yes,No,Two Year,No,NA,NA,NA,0,120,NA,10411.33,NA,TRUE,NA,0
0114-RSRRW,Female,,NA,No,No,NA,NA,NA,,Yes,NA,2,,Del Rey,"36.657462, -119.595293",36.657462,-119.595293,,1965,,3,,,Yes,6,6,6,27,,,NA,,,Yes,NA,No,Yes,Fiber Optic,NA,Yes,No,No,No,No,No,No,NA,Month-to-Month,No,Credit Card,74.4,1972.35,0,0,1259.82,3232.17,NA,NA,TRUE,1
5605-XNWEN,NA,,55,No,No,55,55,No,,NA,0,0,,NA,NA,NA,NA,,NA,,3,,,No,0,0,0,7,,,Offer E,,,Yes,34.59,No,Yes,Fiber Optic,12,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9,490.55,0,0,NA,NA,NA,NA,TRUE,1
8659-HDIYE,Male,,25,Yes,No,25,25,Yes,,Yes,1,1,,Firebaugh,"36.785618, -120.625382",36.785618,NA,,9491,,3,,,Yes,7,7,7,11,,,Offer D,,,Yes,21.14,No,NA,DSL,NA,No,No,Yes,No,Yes,NA,No,Yes,Month-to-Month,NA,Bank Withdrawal,59.65,683.25,0,0,232.54,915.79,NA,NA,TRUE,1
7503-ZGUZJ,NA,,NA,NA,No,NA,NA,Yes,,Yes,1,1,,Fish Camp,"37.483535, -119.679414",NA,-119.679414,,77,,4,,,NA,9,9,9,72,,,None,,,Yes,46.63,Yes,Yes,Fiber Optic,14,NA,No,Yes,Yes,Yes,Yes,Yes,NA,Two Year,Yes,Bank Withdrawal,110.45,8058.85,0,0,3357.36,11416.21,No Churn,NA,TRUE,0
8752-STIVR,Female,,30,No,No,30,30,No,,No,0,0,,NA,NA,NA,NA,,NA,,5,,,No,0,0,0,71,,,NA,,,Yes,2.66,Yes,No,None,0,No,No,No,No,NA,No,No,No,Two Year,No,Bank Withdrawal,24.55,1719.15,0,0,188.86,1908.01,NA,NA,TRUE,1
0442-ZXKVS,Male,,23,Yes,NA,23,23,NA,,No,0,0,,Los Banos,"36.995162, -120.955099",36.995162,-120.955099,,29124,,3,,,No,0,0,0,NA,,,Offer E,,,Yes,35.21,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,NA,Credit Card,20.45,162.3,0,NA,281.68,443.98,No Churn,NA,TRUE,0
7977-HXJKU,Female,,20,Yes,No,20,20,Yes,,Yes,2,2,,Madera,"36.902954, -120.194274",36.902954,-120.194274,,28434,,NA,,,Yes,3,3,3,48,,,Offer B,,,Yes,13.26,NA,No,NA,0,No,NA,No,No,No,No,NA,No,Two Year,No,Credit Card,19.55,883.35,0,0,636.48,NA,No Churn,NA,TRUE,0
2236-HILPA,Female,,30,No,NA,30,30,No,,No,0,0,,Madera,"37.004068, -119.930027",37.004068,-119.930027,,NA,,4,,,No,0,0,0,70,,,None,,,Yes,10,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,19.7,1341.5,0,0,NA,2041.5,No Churn,NA,TRUE,0
1121-QSIVB,Male,,61,No,No,61,61,No,,Yes,1,1,,Escondido,"33.141265, -116.967221",33.141265,-116.967221,,48690,,3,,,No,0,0,0,1,,,None,,,NA,20.1,No,Yes,Cable,NA,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,70.45,NA,0,NA,20.1,NA,No Churn,NA,TRUE,0
8319-QBEHW,Male,,62,No,NA,62,62,Yes,,No,0,0,,Miramonte,NA,36.696759,-119.024051,,571,,4,,,Yes,1,1,1,8,,,Offer E,,,Yes,39.59,Yes,Yes,Fiber Optic,16,NA,No,No,NA,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.65,659.45,0,70,316.72,1046.17,No Churn,NA,TRUE,0
8715-KKTFG,NA,,61,No,No,61,61,Yes,,Yes,1,1,,Orange Cove,"36.633498, -119.298895",36.633498,NA,,8449,,NA,,,NA,7,7,7,49,,,Offer B,,,NA,NA,Yes,Yes,Fiber Optic,18,No,No,No,Yes,Yes,Yes,NA,Yes,One Year,NA,Bank Withdrawal,97.95,4917.9,0,0,784.98,NA,No Churn,NA,TRUE,0
5889-LFOLL,Female,,30,No,No,30,30,No,,No,0,0,,Parlier,"36.622237, -119.521126",NA,-119.521126,,12587,,5,,,No,0,0,0,29,,,Offer C,,,Yes,32.43,No,No,None,0,No,No,No,No,No,No,NA,No,One Year,No,Credit Card,20,599.3,0,0,940.47,NA,NA,NA,TRUE,1
3521-MNKLV,Female,,55,NA,No,55,55,Yes,,No,0,0,,Fresno,"36.841655, -119.797113",NA,-119.797113,,3258,,5,,,Yes,1,1,1,67,,,None,,,Yes,35.34,Yes,No,None,0,No,No,No,No,NA,No,No,No,Two Year,Yes,Credit Card,25.25,1733.15,NA,0,2367.78,4100.93,NA,NA,TRUE,1
0771-CHWSK,Male,,NA,NA,No,NA,NA,NA,,No,NA,0,,NA,NA,NA,NA,,NA,,3,,,Yes,8,8,8,67,,,None,,,Yes,28.06,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,No,Credit Card,70.9,4677.1,0,0,1880.02,6557.12,No Churn,NA,TRUE,0
1270-XKUCC,Female,,40,No,No,40,40,NA,,Yes,NA,2,,Raymond,"37.252057, -119.95783",37.252057,NA,,NA,,3,,,Yes,1,1,1,6,,,Offer E,,,Yes,6.48,No,No,None,0,NA,No,NA,No,NA,No,No,NA,Month-to-Month,No,Credit Card,19.85,119.3,0,0,38.88,158.18,NA,NA,TRUE,1
6754-LZUKA,Female,,51,No,No,51,51,No,,No,0,0,,Reedley,NA,NA,-119.421842,,NA,,NA,,,No,0,0,0,NA,,,Offer B,,,Yes,14.54,Yes,Yes,Fiber Optic,10,No,Yes,Yes,NA,Yes,Yes,Yes,NA,Month-to-Month,NA,Bank Withdrawal,106.35,4849.1,0,0,NA,5532.48,NA,TRUE,NA,0
2322-VCZHZ,Female,,NA,NA,No,NA,NA,No,,No,0,0,,Riverdale,"36.452211, -119.94575",36.452211,-119.94575,,5729,,3,,,No,0,0,0,53,,,Offer B,,,Yes,43.57,No,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,NA,5424.25,0,0,2309.21,7733.46,No Churn,NA,TRUE,0
3021-VLNRJ,Male,,38,No,No,38,38,No,,No,0,0,,NA,NA,NA,NA,,NA,,NA,,,No,NA,0,0,4,,,NA,,,Yes,30.07,No,Yes,Cable,NA,No,No,No,No,No,No,No,Yes,Month-to-Month,No,NA,44.55,220.75,0,0,120.28,341.03,No Churn,NA,TRUE,0
0947-MUGVO,Male,,33,No,No,33,33,Yes,,Yes,1,1,,NA,NA,NA,NA,,NA,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
5242-UOWHD,NA,,NA,No,No,NA,NA,NA,,No,0,0,,Tollhouse,"36.993666, -119.348267",36.993666,-119.348267,,NA,,NA,,,Yes,NA,1,1,2,,,Offer E,,,Yes,15.5,No,Yes,DSL,12,NA,NA,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,NA,0,0,31,120.75,No Churn,NA,TRUE,0
0292-WEGCH,Female,,44,No,No,44,44,Yes,,Yes,1,1,,Squaw Valley,"36.719141, -119.202677",NA,-119.202677,,NA,,NA,,,Yes,NA,1,1,28,,,Offer C,,,Yes,26.28,Yes,Yes,Fiber Optic,19,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,90.45,2509.25,0,NA,735.84,3245.09,NA,TRUE,NA,0
1452-VOQCH,Male,,NA,No,No,NA,NA,No,,No,0,0,,Fresno,"36.749403, -119.787574",36.749403,NA,,NA,,5,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
0921-OHLVP,NA,,57,NA,No,57,57,Yes,,Yes,3,3,,Fresno,NA,36.768774,-119.762633,,31180,,5,,,Yes,8,8,8,68,,,None,,,Yes,7.47,Yes,Yes,DSL,29,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,78.45,5333.35,0,0,507.96,5841.31,NA,TRUE,NA,0
2054-PJOCK,Female,,NA,No,No,NA,NA,Yes,,No,0,0,,Fresno,"36.78724, -119.827813",36.78724,-119.827813,,35451,,NA,,,No,0,0,0,42,,,Offer B,,,Yes,5.95,No,No,NA,NA,No,No,NA,No,No,No,No,No,Month-to-Month,No,Credit Card,20.35,869.9,0,0,249.9,1119.8,No Churn,NA,TRUE,0
7515-LODFU,Female,,56,No,No,56,56,Yes,,No,0,0,,Fresno,"36.822715, -119.761826",36.822715,-119.761826,,29337,,4,,,Yes,1,1,1,6,,,None,,,Yes,23.35,Yes,Yes,Fiber Optic,8,No,Yes,No,NA,No,NA,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.75,512.25,0,0,140.1,652.35,No Churn,NA,TRUE,0
2706-QZIHY,Female,,NA,No,No,NA,NA,Yes,,No,0,0,,Fresno,"36.878709, -119.7645",36.878709,-119.7645,,45087,,4,,,Yes,1,1,1,38,,,Offer C,,,Yes,10.54,No,No,None,0,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,20.25,814.75,0,NA,400.52,1215.27,NA,NA,TRUE,1
3066-RRJIO,Male,,NA,No,No,NA,NA,NA,,No,0,0,,Fresno,"36.732694, -119.783786",36.732694,-119.783786,,6848,,3,,,No,0,0,0,18,,,None,,,NA,NA,No,No,None,NA,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,388.6,NA,0,472.68,861.28,No Churn,NA,TRUE,0
1025-FALIX,Female,,34,No,No,34,34,Yes,,NA,NA,0,,Fresno,"36.78979, -119.929894",36.78979,NA,,60889,,4,,,Yes,1,1,1,4,,,None,,,Yes,29.14,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.6,93.45,0,0,116.56,210.01,No Churn,NA,TRUE,0
0281-CNTZX,Male,,44,No,No,44,44,No,,Yes,1,1,,NA,"36.793601, -119.761131",36.793601,-119.761131,,39148,,NA,,,No,0,0,0,41,,,None,,,Yes,13.76,No,Yes,Cable,11,Yes,Yes,Yes,No,Yes,No,No,NA,One Year,No,NA,70.2,2894.55,0,0,564.16,3458.71,No Churn,NA,TRUE,0
7892-POOKP,Male,,24,Yes,No,24,24,Yes,,NA,1,1,,NA,NA,NA,NA,,NA,,3,,,Yes,1,1,1,72,,,NA,,,Yes,22.78,NA,No,None,NA,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,NA,NA,1640.16,2994.56,No Churn,NA,TRUE,0
9565-FLVCG,Male,,37,No,No,37,37,Yes,,NA,2,2,,NA,"36.667794, -121.601306",36.667794,-121.601306,,58548,,5,,,NA,1,1,1,44,,,None,,,Yes,NA,No,No,None,0,NA,No,No,No,NA,No,No,NA,NA,NA,Bank Withdrawal,20.6,926,0,0,1537.36,2463.36,NA,TRUE,NA,0
4815-TUMEQ,Female,,43,No,No,43,43,Yes,,NA,NA,0,,Salinas,"36.77462, -121.664714",36.77462,-121.664714,,22292,,5,,,Yes,1,1,1,34,,,Offer C,,,Yes,41.72,No,No,None,0,No,No,No,No,No,No,No,No,NA,Yes,NA,20.1,682.1,0,NA,1418.48,2100.58,NA,NA,TRUE,1
0397-ZXWQF,Male,,20,Yes,No,20,20,Yes,,No,0,0,,Escondido,"33.141265, -116.967221",33.141265,-116.967221,,NA,,NA,,,Yes,9,9,9,NA,,,None,,,Yes,NA,Yes,No,None,0,NA,No,No,No,NA,No,NA,No,Two Year,Yes,Bank Withdrawal,NA,1816.2,NA,NA,2284.78,4100.98,No Churn,NA,TRUE,0
1627-AFWVJ,NA,,42,No,No,42,42,No,,No,NA,0,,NA,NA,36.554618,-121.922239,,2966,,5,,,No,0,0,0,64,,,None,,,Yes,5.68,Yes,Yes,Fiber Optic,NA,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,NA,110.5,7069.25,0,60,363.52,7492.77,NA,TRUE,NA,0
2522-WLNSF,NA,,45,No,No,45,45,Yes,,No,0,0,,Carmel,"36.460611, -121.852507",36.460611,-121.852507,,13121,,3,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
7593-XFKDI,Female,,NA,No,NA,NA,NA,Yes,,No,0,0,,Gonzales,"36.52588, -121.396719",36.52588,-121.396719,,NA,,3,,,Yes,3,3,3,23,,,None,,,Yes,31.39,No,Yes,DSL,29,Yes,NA,Yes,Yes,No,Yes,Yes,Yes,One Year,NA,Bank Withdrawal,68.75,1689.45,0,0,NA,2411.42,No Churn,NA,TRUE,0
9874-QLCLH,Male,,19,Yes,NA,19,19,Yes,,NA,3,3,,Greenfield,"36.248708, -121.386617",36.248708,-121.386617,,14204,,5,,,Yes,10,10,10,52,,,None,,,Yes,40.76,No,NA,None,0,No,No,No,No,NA,No,No,No,NA,No,Credit Card,19.2,1054.75,0,0,2119.52,3174.27,No Churn,NA,TRUE,0
1732-FEKLD,Female,,51,No,No,51,51,No,,No,0,0,,King City,NA,36.220761,-120.980777,,14477,,3,,,No,0,0,0,64,,,None,,,Yes,44.31,NA,Yes,Fiber Optic,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,NA,Bank Withdrawal,115.1,7334.05,NA,NA,2835.84,10169.89,No Churn,NA,TRUE,0
6080-TCMYC,Male,,NA,No,No,NA,NA,No,,No,0,0,,Monterey,"36.362741, -121.869685",36.362741,-121.869685,,32857,,3,,,NA,0,0,0,24,,,Offer C,,,Yes,25.68,Yes,NA,NA,6,No,NA,No,No,Yes,NA,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.65,2404.85,0,NA,NA,3021.17,NA,TRUE,NA,0
1585-MQSSU,NA,,39,No,No,39,39,Yes,,No,0,0,,Pacific Grove,"36.618337, -121.926417",36.618337,-121.926417,,15449,,5,,,No,0,0,0,2,,,None,,,NA,49.41,Yes,Yes,Fiber Optic,20,No,No,NA,NA,NA,No,No,No,Month-to-Month,NA,Bank Withdrawal,91.45,171.45,0,10,98.82,280.27,No Churn,NA,TRUE,0
9272-LSVYH,Female,,41,No,No,41,41,Yes,,NA,2,2,,Pebble Beach,"36.587497, -121.944815",36.587497,-121.944815,,4602,,NA,,,Yes,9,9,9,NA,,,Offer C,,,Yes,9.09,No,Yes,NA,16,NA,Yes,Yes,NA,Yes,NA,Yes,NA,Two Year,No,NA,84.75,2839.45,0,NA,309.06,3148.51,No Churn,NA,TRUE,0
8201-AAXCB,NA,,43,No,NA,43,43,Yes,,NA,3,3,,Seaside,NA,36.625114,-121.823565,,38244,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
6128-DAFVY,NA,,22,Yes,No,22,22,No,,Yes,1,1,,Spreckels,"36.624641, -121.647195",NA,-121.647195,,NA,,4,,,No,0,0,0,72,,,None,,,Yes,31.93,No,No,None,0,No,NA,No,No,No,No,No,No,Two Year,No,Credit Card,NA,NA,0,0,2298.96,3828.61,No Churn,NA,TRUE,0
5945-AZYHT,Male,,25,Yes,No,25,25,Yes,,Yes,3,3,,Belmont,"37.509366, -122.306132",37.509366,-122.306132,,25566,,NA,,,NA,NA,0,0,NA,,,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE,0
5566-SOEZD,Female,,45,No,No,45,45,No,,No,0,0,,Half Moon Bay,"37.45567, -122.407992",37.45567,-122.407992,,17929,,3,,,No,0,0,0,7,,,None,,,Yes,39.02,No,Yes,Fiber Optic,25,No,No,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Bank Withdrawal,100.4,715,0,0,NA,988.14,No Churn,NA,TRUE,0
1177-XZBJL,Female,,59,No,No,59,59,Yes,,No,0,0,,La Honda,"37.285677, -122.224165",37.285677,-122.224165,,1622,,5,,,Yes,10,10,10,71,,,None,,,Yes,33,Yes,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,24.45,1681.6,0,0,2343,4024.6,NA,TRUE,NA,0
9269-CQOOL,Male,,39,No,No,39,39,Yes,,Yes,2,2,,Los Altos,"37.349546, -122.134356",37.349546,-122.134356,,18486,,4,,,Yes,2,2,2,67,,,Offer A,,,No,0,No,Yes,DSL,NA,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,50.9,3281.65,0,0,NA,NA,No Churn,NA,TRUE,0
5311-IHLEI,Male,,51,No,No,51,51,NA,,NA,0,0,,NA,NA,NA,NA,,NA,,4,,,Yes,8,8,8,69,,,Offer A,,,Yes,33.37,NA,Yes,Fiber Optic,24,Yes,NA,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Credit Card,107.2,7317.1,0,0,2302.53,9619.63,No Churn,NA,TRUE,0
4472-VESGY,Male,,NA,NA,No,NA,NA,No,,No,0,0,,Portola Valley,NA,37.369709,-122.215844,,6601,,3,,,NA,0,0,0,72,,,NA,,,NA,2.56,Yes,Yes,Fiber Optic,25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,NA,Bank Withdrawal,113.4,8164.1,0,0,184.32,8348.42,NA,TRUE,NA,0
9399-APLBT,Male,,31,NA,No,31,31,Yes,,Yes,1,1,,NA,NA,NA,NA,,NA,,5,,,Yes,10,10,10,34,,,None,,,No,NA,No,Yes,DSL,29,NA,NA,No,Yes,NA,No,NA,Yes,Two Year,Yes,Bank Withdrawal,40.55,1325.85,0,0,0,1325.85,No Churn,NA,TRUE,0
3378-AJRAO,Female,,48,No,No,48,48,Yes,,Yes,NA,2,,Montara,"37.540582, -122.509594",37.540582,-122.509594,,NA,,3,,,Yes,NA,1,1,65,,,None,,,Yes,NA,Yes,No,None,NA,No,No,No,No,No,No,NA,No,Two Year,NA,Credit Card,26,1654.85,0,0,191.75,1846.6,No Churn,NA,TRUE,0
9504-DSHWM,Female,,61,No,No,61,61,Yes,,Yes,1,1,,Mountain View,"37.380662, -122.086022",37.380662,-122.086022,,32143,,3,,,Yes,NA,1,1,72,,,NA,,,No,0,No,NA,Cable,14,NA,No,Yes,No,Yes,NA,Yes,NA,Two Year,Yes,Credit Card,NA,3952.45,0,0,0,3952.45,No Churn,NA,TRUE,0
9800-OUIGR,Male,,23,Yes,No,23,23,NA,,Yes,2,2,,NA,"37.388349, -122.075299",37.388349,-122.075299,,13483,,NA,,,No,0,0,0,35,,,None,,,Yes,10.11,No,Yes,DSL,73,No,No,No,NA,Yes,Yes,Yes,NA,One Year,Yes,Credit Card,72.1,2495.15,0,0,353.85,2849,No Churn,NA,TRUE,0
9500-LTVBP,Female,,46,NA,No,46,46,Yes,,No,NA,0,,Pacifica,"37.573633, -122.455167",37.573633,-122.455167,,NA,,3,,,Yes,3,3,3,NA,,,None,,,Yes,25.09,Yes,Yes,NA,17,Yes,NA,Yes,No,Yes,Yes,Yes,NA,One Year,No,Bank Withdrawal,78.85,876.75,0,0,301.08,1177.83,No Churn,NA,TRUE,0
5201-USSQZ,Female,,NA,No,No,NA,NA,No,,No,0,0,,Redwood City,"37.410567, -122.297152",37.410567,NA,,NA,,3,,,No,0,0,0,NA,,,None,,,No,0,No,Yes,DSL,7,Yes,Yes,No,NA,No,No,NA,No,NA,NA,Credit Card,NA,1982.1,0,130,0,2112.1,No Churn,NA,TRUE,0
0320-DWVTU,Male,,33,No,No,33,33,No,,NA,0,0,,Redwood City,NA,37.527497,-122.230941,,10658,,3,,,No,0,0,0,2,,,None,,,Yes,1.81,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.05,33.7,0,0,3.62,37.32,No Churn,NA,TRUE,0
1032-MAELW,Female,,27,Yes,No,27,27,NA,,No,0,0,,San Carlos,"37.497915, -122.267361",37.497915,NA,,28098,,4,,,No,0,0,0,12,,,None,,,NA,35.81,No,No,None,0,No,NA,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,19.45,227.45,0,0,429.72,657.17,NA,TRUE,NA,0
6969-MVBAI,Female,,20,Yes,NA,20,20,Yes,,No,NA,0,,San Gregorio,"37.331762, -122.341444",37.331762,-122.341444,,291,,4,,,Yes,NA,1,1,47,,,None,,,Yes,NA,NA,NA,None,0,No,No,NA,No,No,No,No,No,One Year,No,Bank Withdrawal,26.9,1250.85,0,0,548.96,1799.81,NA,TRUE,NA,0
