Customer ID,Count.x,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Count.y,Country,State,City,Zip Code,Lat Long,Latitude,Longitude,ID,Population,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Churn Category,is_test,is_train
3097-PYWXL,1,NA,26,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,0,63,None,NA,21.45,Yes,Yes,NA,85,NA,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Credit Card,104.5,6590.8,0,0,1351.35,7942.15,NA,TRUE,NA
5968-XQIVE,1,Female,NA,No,No,No,No,NA,1,United States,California,Birds Landing,94512,"38.140719, -121.838298",NA,-121.838298,957,138,NA,1,Q3,No,0,19,NA,Yes,36.88,Yes,NA,DSL,27,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,NA,56.1,1033.9,0,0,NA,1734.62,NA,NA,TRUE
1266-NZYUI,NA,Male,53,No,No,Yes,Yes,3,NA,United States,California,Brentwood,94513,"37.908242, -121.682472",37.908242,NA,958,26577,4,1,Q3,Yes,1,22,Offer D,Yes,11.39,Yes,Yes,Fiber Optic,56,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,NA,Bank Withdrawal,NA,1885.15,0,0,250.58,2135.73,No Churn,NA,TRUE
1349-WXNGG,NA,NA,44,No,No,Yes,No,0,1,United States,California,Clayton,94517,"37.881842, -121.848111",37.881842,-121.848111,961,14239,4,NA,Q3,Yes,NA,70,None,Yes,14.15,NA,No,None,0,NA,No,No,No,NA,No,NA,No,Two Year,Yes,NA,26,NA,0,0,NA,NA,NA,NA,TRUE
1958-RNRKS,1,Female,20,Yes,No,Yes,No,0,1,United States,California,Concord,94518,"37.950248, -122.022455",37.950248,-122.022455,962,27394,4,1,Q3,Yes,1,49,None,Yes,12.39,No,Yes,Fiber Optic,46,NA,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal,99.4,5025,0,10,607.11,5642.11,NA,NA,TRUE
5743-KHMNA,1,Male,54,No,No,Yes,Yes,NA,1,United States,California,Concord,94521,"37.971421, -121.971504",37.971421,-121.971504,965,39888,3,NA,Q3,Yes,1,42,None,Yes,14.8,No,Yes,NA,23,No,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,NA,73.15,3088.25,0,NA,NA,3709.85,No Churn,NA,TRUE
0384-RVBPI,1,NA,23,Yes,No,Yes,No,0,1,United States,California,NA,94526,"37.815459, -121.977203",37.815459,-121.977203,968,32873,NA,1,Q3,Yes,1,72,NA,Yes,1.67,Yes,Yes,Fiber Optic,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,115.55,8312.4,0,NA,NA,8432.64,NA,TRUE,NA
4377-VDHYI,1,Male,50,No,No,Yes,Yes,3,1,United States,California,Fremont,94538,"37.505768, -121.962472",37.505768,-121.962472,973,56126,4,1,Q3,Yes,5,35,Offer C,Yes,1.53,No,Yes,Fiber Optic,57,No,Yes,No,Yes,Yes,NA,No,Yes,One Year,Yes,Bank Withdrawal,89.7,3165.6,0,0,NA,3219.15,No Churn,NA,TRUE
5995-SNNEW,1,Female,20,Yes,No,Yes,No,0,1,United States,NA,Hayward,94541,"37.674002, -122.076796",NA,-122.076796,975,60274,3,1,Q3,Yes,8,72,None,NA,37.45,NA,NA,DSL,48,Yes,Yes,NA,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,NA,0,150,2696.4,9632.5,No Churn,NA,TRUE
6942-LBFDP,NA,Female,64,No,No,Yes,Yes,1,1,United States,California,NA,NA,"37.656695, -122.048361",37.656695,-122.048361,NA,NA,NA,1,Q3,Yes,9,28,Offer C,Yes,21.91,No,No,None,0,No,NA,No,No,No,No,No,No,One Year,No,Credit Card,19.9,543,0,0,NA,1156.48,No Churn,NA,TRUE
0307-BCOPK,1,Male,47,No,NA,No,No,0,1,United States,California,Castro Valley,94546,NA,37.708327,-122.083473,979,41698,4,1,Q3,No,0,45,None,Yes,40.59,NA,No,None,0,No,NA,No,No,No,No,No,NA,One Year,No,NA,18.85,NA,0,0,1826.55,NA,NA,NA,TRUE
6128-CZOMY,1,NA,23,Yes,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,No,NA,1,None,Yes,15.22,Yes,No,None,0,NA,No,No,No,No,No,No,No,Month-to-Month,NA,NA,25.75,25.75,0,0,15.22,40.97,No Churn,NA,TRUE
0471-LVHGK,1,Female,40,No,No,NA,No,0,1,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562,982,75929,3,1,Q3,No,0,6,None,Yes,43.19,No,NA,None,0,No,No,No,No,No,No,NA,No,Month-to-Month,Yes,Credit Card,20.95,109.5,NA,0,NA,368.64,No Churn,NA,TRUE
8060-HIWJJ,NA,NA,29,Yes,No,Yes,No,0,1,United States,California,Castro Valley,NA,"37.722727, -122.02157",37.722727,-122.02157,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
5312-UXESG,1,NA,61,No,NA,Yes,Yes,4,1,United States,NA,Martinez,94553,"38.014457, -122.115432",NA,-122.115432,984,46677,3,1,Q3,NA,NA,25,Offer C,Yes,19.56,Yes,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,25.4,NA,0,0,489,1035.85,No Churn,NA,TRUE
5536-SLHPM,1,Male,28,Yes,No,NA,Yes,NA,1,United States,California,NA,94555,"37.555473, -122.080312",37.555473,-122.080312,985,33883,5,1,Q3,Yes,3,64,Offer B,Yes,14.93,No,No,NA,0,No,NA,No,NA,NA,No,No,No,Two Year,Yes,Bank Withdrawal,19.7,1274.05,0,0,955.52,2229.57,No Churn,NA,TRUE
9625-RZFUK,1,Male,51,No,No,No,No,NA,1,United States,California,Moraga,94556,"37.827946, -122.107185",37.827946,-122.107185,986,16510,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,NA
2237-ZFSMY,1,NA,20,Yes,No,Yes,Yes,1,1,United States,NA,Napa,94558,"38.489789, -122.27011",38.489789,-122.27011,987,63947,NA,1,Q3,Yes,1,52,Offer B,Yes,44.79,NA,Yes,Fiber Optic,52,No,No,Yes,No,Yes,Yes,Yes,NA,One Year,NA,Bank Withdrawal,101.25,5301.1,0,NA,2329.08,7630.18,No Churn,NA,TRUE
8784-CGILN,1,Male,21,Yes,NA,NA,Yes,1,1,United States,California,Oakley,94561,"37.999406, -121.686241",NA,-121.686241,990,27607,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
5568-DMXZS,1,Male,49,No,No,Yes,No,0,1,United States,California,NA,94563,"37.873916, -122.20522",37.873916,-122.20522,991,17964,3,1,Q3,Yes,3,9,None,Yes,22.41,Yes,Yes,Fiber Optic,21,Yes,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,NA,NA,0,0,201.69,NA,No Churn,NA,TRUE
9830-ECLEN,1,NA,45,No,NA,No,NA,0,NA,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395,994,36669,5,1,Q3,No,0,NA,Offer B,Yes,26.25,NA,No,None,0,No,No,No,NA,No,No,No,NA,Two Year,NA,NA,20.1,1079.45,0,0,1417.5,NA,NA,NA,TRUE
0373-AIVNJ,1,Female,60,No,No,No,No,NA,1,United States,California,San Leandro,94577,NA,37.717196,NA,1002,41871,3,NA,Q3,No,0,45,Offer B,NA,NA,Yes,Yes,DSL,15,Yes,No,No,NA,No,Yes,Yes,Yes,Two Year,No,NA,73.55,3349.1,0,0,1993.05,NA,No Churn,NA,TRUE
9972-EWRJS,1,Male,45,No,No,No,No,0,1,United States,California,San Leandro,94578,"37.704384, -122.126703",37.704384,-122.126703,1003,36568,4,NA,Q3,No,NA,10,Offer D,Yes,13.51,No,NA,DSL,14,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,NA,492.1,0,0,135.1,627.2,NA,NA,TRUE
7517-LDMPS,NA,Female,58,NA,No,No,No,0,1,United States,California,San Lorenzo,94580,"37.676249, -122.132415",37.676249,-122.132415,1005,26240,5,1,Q3,No,0,24,Offer C,Yes,42.66,Yes,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.6,NA,0,0,1023.84,1629.09,No Churn,NA,TRUE
5976-JCJRH,1,Male,62,No,No,Yes,Yes,NA,1,United States,NA,NA,94583,"37.766556, -121.976784",37.766556,-121.976784,1006,44078,4,1,Q3,Yes,7,66,None,Yes,31.53,No,NA,None,0,No,NA,No,No,No,No,NA,No,Two Year,Yes,NA,19.75,1344.5,NA,0,NA,3425.48,NA,TRUE,NA
2038-OEQZH,1,Female,35,No,No,Yes,No,0,1,United States,California,Sunol,NA,"37.587494, -121.862856",37.587494,-121.862856,NA,NA,NA,1,Q3,Yes,NA,45,Offer B,Yes,42.32,Yes,No,None,0,NA,No,No,NA,No,No,No,No,Two Year,No,Credit Card,25.5,NA,0,0,1904.4,3025.45,NA,TRUE,NA
5322-TEUJK,1,Female,54,No,No,Yes,No,0,1,United States,California,Union City,94587,"37.59485, -122.051521",37.59485,-122.051521,1009,66472,3,1,Q3,Yes,3,49,Offer B,Yes,13.13,NA,No,NA,0,No,No,No,NA,No,No,No,No,One Year,No,Credit Card,19,918.7,0,0,643.37,NA,No Churn,NA,TRUE
9298-WGMRW,NA,Female,44,No,No,Yes,No,0,1,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,NA,1010,28568,3,NA,Q3,Yes,6,29,Offer C,Yes,49.96,No,No,None,0,No,No,No,No,No,NA,No,NA,Two Year,Yes,NA,19.55,521.8,0,NA,NA,1970.64,No Churn,NA,TRUE
0289-IVARM,NA,Male,59,No,No,Yes,Yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,Yes,6,40,Offer B,Yes,11.5,Yes,Yes,Fiber Optic,22,Yes,Yes,NA,Yes,Yes,Yes,Yes,NA,Month-to-Month,Yes,Credit Card,110.1,4469.1,NA,0,460,4929.1,NA,NA,TRUE
1139-WUOAH,1,Female,34,No,No,No,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,No,NA,22,None,NA,0,No,Yes,DSL,8,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.6,1073.3,0,0,0,1073.3,No Churn,NA,TRUE
9801-GDWGV,1,NA,36,No,NA,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
9018-PCIOK,NA,Male,44,No,No,Yes,Yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,Q3,NA,1,33,Offer C,Yes,1.62,No,Yes,Cable,30,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,82.1,2603.1,0,0,53.46,2656.56,NA,TRUE,NA
8106-GWQOK,1,Female,NA,Yes,NA,NA,No,NA,1,United States,California,Yountville,94599,"38.421458, -122.365048",38.421458,-122.365048,1018,2873,5,1,Q3,No,0,23,None,Yes,15.18,No,Yes,Fiber Optic,46,No,Yes,No,Yes,No,NA,No,Yes,NA,Yes,Credit Card,NA,1783.75,0,0,349.14,2132.89,NA,TRUE,NA
5854-KSRBJ,1,Male,42,No,No,No,No,0,1,United States,California,Oakland,NA,"37.739113, -122.175602",NA,-122.175602,NA,NA,3,1,Q3,No,0,69,None,Yes,47.43,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,NA,Yes,Yes,Two Year,No,Credit Card,90.65,6322.1,0,NA,3272.67,9594.77,No Churn,NA,TRUE
6629-CZTTH,1,Male,61,No,No,NA,No,NA,1,United States,California,Oakland,NA,"37.792489, -122.244314",37.792489,-122.244314,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
1136-XGEQU,1,Male,61,No,No,No,No,NA,1,United States,NA,Oakland,94607,"37.80707, -122.297401",37.80707,-122.297401,1024,21054,4,1,Q3,No,0,65,None,Yes,33.11,Yes,Yes,Fiber Optic,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,One Year,Yes,Credit Card,110,7138.65,0,0,2152.15,9290.8,No Churn,NA,TRUE
2245-ADZFJ,1,Male,55,No,No,Yes,No,0,NA,NA,California,NA,94608,"37.83726, -122.287648",37.83726,-122.287648,1025,24589,4,1,NA,Yes,5,71,None,Yes,NA,No,No,None,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,20.85,1539.75,0,0,3182.22,4721.97,No Churn,NA,TRUE
0017-IUDMW,1,NA,49,No,No,No,NA,NA,1,United States,California,Oakland,94618,"37.84551, -122.235181",37.84551,-122.235181,1030,15438,3,1,Q3,No,0,1,None,Yes,36.28,No,No,None,0,No,No,No,No,No,No,No,NA,Month-to-Month,No,NA,20.75,20.75,0,0,36.28,57.03,No Churn,NA,TRUE
1334-FJSVR,1,Female,25,Yes,No,No,No,0,1,United States,California,Oakland,94621,"37.750553, -122.197175",37.750553,-122.197175,1032,30751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
8859-DZTGQ,1,Female,60,No,No,Yes,NA,0,1,United States,California,Berkeley,94702,"37.866009, -122.286228",37.866009,-122.286228,1033,15638,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
2309-OSFEU,1,Male,43,No,No,No,No,0,1,United States,California,Berkeley,94705,NA,37.858898,-122.240512,1036,12448,5,1,Q3,No,NA,71,None,Yes,39.08,Yes,No,NA,0,No,NA,NA,No,No,No,No,No,Two Year,No,Bank Withdrawal,25.55,1898.1,0,0,2774.68,NA,NA,TRUE,NA
8091-TTVAX,1,NA,22,Yes,No,Yes,Yes,3,1,United States,California,Albany,94706,"37.890274, -122.295192",37.890274,NA,1037,15882,NA,1,Q3,NA,6,NA,NA,Yes,8.53,Yes,Yes,Cable,73,Yes,No,No,Yes,NA,No,NA,Yes,NA,No,Bank Withdrawal,60,3273.95,0,0,NA,3734.57,NA,NA,TRUE
8259-DZLIZ,1,Female,46,No,No,No,No,0,1,United States,California,Berkeley,94708,"37.897743, -122.263124",37.897743,-122.263124,1039,10737,4,1,Q3,No,0,11,None,Yes,NA,No,Yes,Fiber Optic,20,Yes,No,No,No,No,NA,No,Yes,Month-to-Month,NA,Bank Withdrawal,76.4,NA,0,NA,401.72,1240.42,NA,TRUE,NA
2979-SXESE,1,Male,34,No,No,Yes,NA,0,1,United States,California,Richmond,94804,NA,37.921034,-122.341798,1044,39089,4,1,Q3,Yes,2,38,Offer C,Yes,32.11,NA,Yes,DSL,16,No,No,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,69,2669.45,0,0,1220.18,3889.63,NA,NA,TRUE
7649-SIJJF,1,Male,57,No,No,No,Yes,2,1,United States,California,Richmond,94805,"37.941456, -122.320968",37.941456,-122.320968,1045,13984,5,1,Q3,No,0,5,None,Yes,13.54,No,Yes,NA,NA,No,No,No,Yes,No,No,NA,Yes,Month-to-Month,Yes,NA,48.65,235.2,NA,0,67.7,NA,No Churn,NA,TRUE
3244-DCJWY,1,Female,52,NA,NA,No,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,68,NA,NA,20.3,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,80.65,5330.2,0,90,1380.4,6800.6,NA,NA,TRUE
7860-KSUGX,1,Male,23,NA,No,Yes,NA,2,1,United States,California,NA,94920,"37.885629, -122.46858",37.885629,-122.46858,1050,13065,4,NA,NA,Yes,NA,69,Offer A,NA,26.44,No,No,None,NA,NA,No,No,No,No,No,No,NA,One Year,Yes,Credit Card,20.55,1403.1,0,0,NA,3227.46,No Churn,NA,TRUE
2530-FMFXO,1,Female,56,No,No,NA,NA,0,1,NA,California,Bodega,94922,NA,38.343282,-122.9755,1051,584,3,1,Q3,Yes,4,42,None,Yes,36.35,NA,Yes,DSL,30,Yes,Yes,No,Yes,NA,No,No,Yes,NA,Yes,Credit Card,66.4,NA,0,NA,1526.7,4254.5,NA,TRUE,NA
2831-EBWRN,1,Female,36,No,No,No,No,NA,1,United States,California,Bodega Bay,94923,"38.377165, -123.037957",38.377165,-123.037957,1052,1785,4,1,Q3,No,0,50,NA,Yes,15.1,No,Yes,Fiber Optic,9,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,100.2,NA,0,0,755,5793.45,No Churn,NA,TRUE
9685-WKZGT,1,Male,23,Yes,No,Yes,No,0,1,United States,California,Rohnert Park,94928,"38.34719, -122.697822",38.34719,-122.697822,1055,42544,4,1,Q3,Yes,NA,33,Offer C,Yes,48.49,No,Yes,DSL,NA,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.55,1462.6,0,0,1600.17,3062.77,No Churn,NA,TRUE
4184-TJFAN,1,Male,21,Yes,No,Yes,Yes,1,1,United States,California,Fairfax,94930,"37.971751, -122.611873",37.971751,NA,1057,8486,3,1,Q3,No,NA,64,None,NA,34.58,Yes,Yes,Fiber Optic,27,NA,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.8,NA,0,NA,2213.12,NA,NA,TRUE,NA
0178-CIIKR,1,Male,NA,No,NA,No,No,NA,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,1059,1025,4,1,NA,No,0,59,NA,Yes,47.17,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.2,1192.3,0,0,2783.03,3975.33,No Churn,NA,TRUE
2865-TCHJW,1,Female,44,No,No,No,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Q3,NA,0,3,Offer E,Yes,6.61,No,No,None,0,No,NA,No,No,No,No,No,NA,Month-to-Month,No,Credit Card,NA,56,0,0,19.83,75.83,No Churn,NA,TRUE
5651-CRHKQ,NA,Female,21,Yes,No,Yes,No,0,1,United States,California,Larkspur,94939,"37.937082, -122.532369",37.937082,-122.532369,1062,6773,NA,1,Q3,Yes,3,NA,None,Yes,NA,No,No,None,0,No,No,No,No,No,No,No,No,NA,No,Credit Card,20.45,330.8,0,NA,186.15,516.95,No Churn,NA,TRUE
0356-ERHVT,1,Male,59,No,No,Yes,Yes,1,1,United States,California,Marshall,94940,"38.129308, -122.834815",38.129308,NA,1063,406,3,1,Q3,Yes,NA,NA,None,NA,13.32,No,Yes,DSL,NA,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,NA,64.75,877.35,0,0,173.16,1050.51,No Churn,NA,TRUE
5845-BZZIB,1,Male,35,No,No,No,No,0,1,United States,California,NA,94946,"38.065359, -122.665566",NA,-122.665566,1066,607,3,1,Q3,No,0,29,Offer C,Yes,NA,No,NA,DSL,9,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,58.75,1696.2,NA,50,232,1978.2,No Churn,NA,TRUE
0459-SPZHJ,1,Female,62,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Q3,No,0,49,NA,NA,29.18,No,No,None,NA,NA,No,No,No,No,No,No,No,One Year,NA,Credit Card,20.7,NA,0,0,1429.82,2461.87,No Churn,NA,TRUE
1043-YCUTE,NA,Female,25,Yes,No,Yes,No,0,NA,United States,California,Novato,94949,NA,38.067204,-122.524004,1068,13361,4,NA,Q3,Yes,9,56,NA,Yes,42.81,Yes,Yes,NA,51,No,NA,No,No,NA,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,4902.8,0,0,2397.36,NA,No Churn,NA,TRUE
2239-CGBUZ,1,Female,50,No,No,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
2770-NSVDG,NA,Male,51,No,No,Yes,No,0,1,United States,California,Penngrove,94951,"38.325599, -122.642352",38.325599,-122.642352,1070,3777,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
0620-DLSLK,1,Female,55,NA,No,Yes,No,0,1,United States,California,San Geronimo,94963,"38.00474, -122.663717",38.00474,NA,1075,548,NA,1,Q3,Yes,7,21,None,Yes,NA,No,Yes,DSL,19,Yes,NA,Yes,Yes,Yes,Yes,Yes,NA,One Year,No,NA,80.9,1714.95,0,60,236.67,2011.62,No Churn,NA,TRUE
1666-JZPZT,1,Male,31,No,No,Yes,Yes,NA,1,United States,California,San Quentin,94964,"37.942551, -122.491642",NA,-122.491642,1076,6448,NA,NA,Q3,Yes,8,NA,None,Yes,48.7,Yes,NA,None,0,No,NA,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24.5,343.6,0,NA,NA,976.7,No Churn,NA,TRUE
0285-INHLN,1,Male,25,Yes,No,Yes,NA,2,1,NA,California,Sausalito,94965,"37.848641, -122.515692",37.848641,-122.515692,1077,11213,3,1,Q3,Yes,7,1,Offer E,NA,18.63,NA,No,None,0,No,No,No,No,NA,No,No,NA,Month-to-Month,Yes,Bank Withdrawal,20.15,20.15,0,0,18.63,38.78,NA,TRUE,NA
8610-WFCJF,1,Female,NA,No,NA,Yes,Yes,2,1,United States,California,NA,94970,"37.921137, -122.657562",37.921137,-122.657562,1078,781,4,1,Q3,Yes,7,25,NA,Yes,13.06,No,No,None,0,NA,No,No,No,No,No,No,No,One Year,No,Credit Card,20.05,520.1,NA,0,326.5,846.6,No Churn,NA,TRUE
1373-ORVIZ,1,Male,NA,No,No,Yes,Yes,NA,1,United States,California,Tomales,NA,"38.240769, -122.901041",38.240769,-122.901041,NA,NA,5,1,Q3,Yes,6,71,Offer A,Yes,16.13,No,No,None,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,19.6,NA,0,0,NA,2532.68,No Churn,NA,TRUE
0428-AXXLJ,1,Male,27,Yes,No,No,No,0,1,United States,California,Valley Ford,94972,"38.339996, -122.935056",38.339996,-122.935056,1080,66,3,1,Q3,No,0,NA,Offer A,Yes,4.32,Yes,NA,Fiber Optic,73,Yes,NA,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,114.3,7383.7,0,0,NA,7668.82,NA,TRUE,NA
7065-YUNRY,1,Female,27,NA,No,No,No,0,1,NA,California,Woodacre,94973,"38.005839, -122.638155",38.005839,NA,1081,1449,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Churn,NA,TRUE
2606-PKWJB,1,Female,20,Yes,No,NA,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,Q3,Yes,1,22,None,Yes,45.1,No,Yes,Fiber Optic,41,No,No,NA,No,Yes,No,No,No,Month-to-Month,Yes,NA,80,1706.45,NA,50,NA,2748.65,No Churn,NA,TRUE
0585-EGDDA,1,Female,57,No,NA,Yes,NA,NA,1,United States,California,Aptos,95003,"37.013471, -121.877877",37.013471,-121.877877,1083,24227,5,1,Q3,Yes,5,67,Offer A,Yes,7.91,No,No,None,0,No,No,No,No,No,NA,No,No,One Year,NA,Bank Withdrawal,20.85,1327.4,0,NA,529.97,1857.37,NA,TRUE,NA
6326-MTTXK,1,Female,30,NA,No,NA,No,0,1,United States,California,Aromas,95004,"36.878364, -121.629781",36.878364,-121.629781,1084,3373,4,1,Q3,Yes,5,68,Offer A,Yes,28.36,Yes,NA,NA,82,No,No,Yes,NA,Yes,NA,No,Yes,Two Year,Yes,Bank Withdrawal,89.95,5974.3,0,NA,1928.48,7902.78,No Churn,NA,TRUE
4573-JKNAE,1,Female,23,Yes,No,NA,Yes,3,1,United States,California,Ben Lomond,95005,"37.078873, -122.090386",37.078873,-122.090386,1085,6407,4,1,Q3,Yes,4,10,Offer E,Yes,20.05,No,No,None,0,No,No,No,No,No,No,NA,No,Two Year,No,Credit Card,20,NA,0,0,200.5,400.5,No Churn,NA,TRUE
7925-PNRGI,1,Male,34,No,No,Yes,No,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
1907-UBQFC,1,Female,58,NA,No,No,No,0,1,United States,California,Felton,95018,"37.089111, -122.062213",37.089111,-122.062213,1093,8728,3,1,Q3,No,NA,NA,Offer D,Yes,NA,No,No,None,NA,No,NA,No,NA,No,No,No,No,Two Year,No,Credit Card,19.4,358.05,0,0,511.19,869.24,No Churn,NA,TRUE
6137-NICCO,1,Male,45,No,No,No,No,0,NA,United States,California,NA,95019,NA,36.936228,-121.785559,1094,4753,NA,1,Q3,No,0,NA,Offer C,NA,17.26,Yes,Yes,NA,19,NA,NA,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.4,2936.25,0,0,517.8,3454.05,NA,TRUE,NA
2676-SSLTO,NA,Male,21,Yes,No,Yes,Yes,3,NA,United States,California,Gilroy,NA,"37.03889, -121.528955",37.03889,-121.528955,NA,NA,3,1,Q3,Yes,9,22,Offer D,Yes,42.58,No,Yes,DSL,82,NA,NA,No,NA,NA,No,Yes,NA,Month-to-Month,Yes,Credit Card,57.95,1271.8,NA,NA,936.76,2208.56,No Churn,NA,TRUE
1932-UEDCX,1,NA,33,No,No,NA,No,0,1,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221,327,48690,5,1,Q3,NA,0,9,Offer E,Yes,39.19,No,Yes,Cable,20,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,59.5,530.05,0,0,NA,882.76,NA,NA,TRUE
