gender,age,married,num_depen,lat,long,pop,score,num_ref,mult_line,offer,phon_serv,int_serv,int_type,onl_sec,onl_back,dev_prot,premium,str_tv,str_movie,str_music,contract,paperless,payment,tenure_month,month_charge,unlimite,avg_gb,avg_long_dist,t_charge,t_refund,t_extra,t_long_dist,t_revenue,churn
Female,51,No,0,34.422519,-118.420717,59259,3,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,8,75.25,Yes,3,18.82,576.7,0,0,150.56,727.26,0
Male,48,Yes,3,34.214054,-118.88109,42526,3,1,Yes,None,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,60,110.6,No,76,40.36,6586.85,36.38,80,2421.6,9052.07,0
Male,34,No,0,34.214054,-118.88109,42526,3,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,1,19.45,No,0,29.15,19.45,0,0,29.15,48.6,0
Female,47,Yes,2,34.153733,-118.593408,25988,4,0,No,None,Yes,Yes,DSL,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,57,53.45,Yes,11,17.01,3053,0,0,969.57,4022.57,0
Male,47,Yes,1,34.178068,-118.615714,36123,4,1,Yes,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,37,19.8,No,0,43.68,677.05,29.21,0,1616.16,2264,0
Female,53,No,0,34.195685,-118.490752,50047,5,0,Yes,None,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,17,69,Yes,14,5.49,1108,33.67,0,93.33,1167.66,0
Female,63,No,0,34.17847,-118.459472,23646,5,0,No,None,Yes,No,None,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,3,19.825,No,0,2.84,198.25,0,0,28.4,226.65,0
Male,47,No,0,34.152875,-118.486056,13129,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Credit Card,10,19.825,No,0,2.84,198.25,0,0,28.4,226.65,0
Female,33,No,0,34.213049,-118.317651,25882,4,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,79.15,No,23,18,79.15,0,60,18,157.15,0
Male,63,Yes,3,34.174215,-118.345928,29245,5,1,No,None,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,One Year,No,Bank Withdrawal,25,53.65,Yes,53,36.17,1355.45,0,0,904.25,2259.7,0
Male,22,Yes,2,34.169706,-118.323548,18539,3,1,No,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,71,101.5352113,Yes,27,33.69,7209,0,0,2391.99,9600.99,0
Male,47,Yes,3,34.207295,-118.400022,57146,3,6,No,None,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Month-to-Month,Yes,Credit Card,30,55.35,Yes,57,0,1636.95,0,0,0,1636.95,0
Female,47,No,0,34.132275,-117.611478,39064,3,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,50,95.7,No,6,49.14,4729.75,0,140,2457,7326.75,0
Male,47,Yes,0,33.942895,-117.725644,66754,3,2,Yes,None,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,71,86.28309859,Yes,12,35.09,6126.1,0,0,2491.39,8617.49,0
Male,47,No,0,33.942895,-117.725644,66754,4,0,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,One Year,No,Bank Withdrawal,71,97.65,Yes,5,16.57,6687.85,0,0,1176.47,7864.32,0
Male,24,Yes,2,33.990646,-117.663025,75319,4,2,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,61,68.05,Yes,59,42.31,4158.25,0,0,2580.91,6739.16,0
Male,40,No,0,34.084747,-117.886844,17554,3,0,Yes,None,Yes,Yes,None,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,0,23.05887097,No,0,48.93,1429.65,0,0,3033.66,4463.31,0
Male,43,No,0,34.08111,-117.853935,25068,4,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,62,23.05887097,No,0,48.93,1429.65,0,0,3033.66,4463.31,0
Female,48,No,1,34.10097,-117.57882,51970,5,0,No,Offer E,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,7,67.52142857,No,13,28.5,472.65,0,10,199.5,682.15,0
Male,27,No,0,34.133809,-117.523724,12937,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,27,19.85,No,0,47.65,470,0,0,1286.55,1756.55,0
Male,41,No,0,34.119363,-117.855059,25135,5,0,No,Offer E,Yes,Yes,DSL,No,No,Yes,No,No,Yes,No,Month-to-Month,No,Credit Card,7,43.9,Yes,6,30.04,278.4,0,0,210.28,488.68,0
Female,22,No,0,34.050322,-118.147037,33280,3,0,No,None,No,Yes,None,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,6,19.55,No,0,15.85,543.8,0,0,443.8,987.6,0
Female,30,No,0,34.074087,-117.605618,49474,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,1,20.35,No,0,29.86,20.35,0,0,29.86,50.21,0
Female,26,Yes,2,34.042286,-117.756106,69974,5,2,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,72,22.54375,No,0,18.14,1623.15,0,0,1306.08,2929.23,0
Female,47,No,0,34.067932,-117.785168,36057,3,0,No,None,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,No,Month-to-Month,No,Credit Card,40,65.1,Yes,26,11.56,2586,0,0,462.4,3048.4,0
Female,48,No,0,34.089927,-118.095645,38041,5,0,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,3,80.5,No,5,26.86,241.5,9.15,0,80.58,312.93,0
Female,30,Yes,0,34.090925,-118.128164,54382,5,2,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,50,19.85,No,0,28.1,943.1,0,0,1405,2348.1,0
Female,40,Yes,2,32.579134,-117.119009,26662,3,3,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,38,19.6,No,0,24.16,717.3,0,0,918.08,1635.38,0
Male,34,No,0,32.649787,-116.2237,699,4,0,No,None,Yes,Yes,Cable,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,34,49.8,No,26,4.89,1734.2,0,70,166.26,1970.46,0
Female,20,No,0,32.759327,-116.99726,44652,4,0,No,Offer D,Yes,Yes,Cable,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,13,55.15,Yes,59,46.68,742.9,0,0,606.84,1349.74,0
Female,28,No,0,32.726627,-116.994608,56100,5,0,Yes,Offer D,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,21,73.7,Yes,42,28.54,1558.7,0,0,599.34,2158.04,0
Male,28,Yes,1,33.200369,-116.192313,2863,3,1,Yes,None,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,47,54.00425532,Yes,26,36.13,2538.2,0,0,2601.36,4382.95,0
Female,47,Yes,0,33.081478,-117.033814,49281,4,10,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,71,19.43098592,No,0,18.41,1379.6,0,0,1307.11,2686.71,0
Male,25,No,3,33.081478,-117.033814,49281,4,0,No,Offer D,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,23,55.3,Yes,47,1.58,1284.2,0,0,36.34,1320.54,0
Male,24,No,0,33.21846,-117.116916,43436,3,0,No,None,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,9,69.5,Yes,51,34.43,625.5,0,0,309.87,963.12,0
Male,33,Yes,3,33.141265,-116.967221,48690,3,8,Yes,Offer D,Yes,No,Cable,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,17,25.15,No,82,45.24,412.6,0,0,769.08,1181.68,0
Male,24,Yes,0,32.980678,-116.262854,3577,4,2,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24,79.65,Yes,82,44.93,1928.7,0,0,1078.32,3007.02,0
Female,41,Yes,0,33.194742,-117.29032,52895,4,8,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,72,24.55,No,0,8.98,1750.7,0,0,646.56,2397.26,0
Female,57,No,1,33.194742,-117.29032,52895,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,11,19.7,No,0,44.88,216.2,0,0,493.68,709.88,0
Male,50,Yes,0,33.215251,-116.53633,339,5,0,No,None,Yes,Yes,None,Yes,Yes,No,No,No,No,No,Two Year,No,Bank Withdrawal,23,25,No,0,49.95,975,0,0,1948.05,2952.4,0
Male,52,No,3,33.012751,-117.200617,7615,4,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Credit Card,39,25,No,0,49.95,975,0,0,1948.05,2952.4,0
Male,47,No,0,33.174725,-116.743329,1143,5,0,No,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,39,81.9,No,29,35.13,3219.75,0,0,1370.07,4589.82,0
Female,56,Yes,0,32.99356,-117.207121,1072,4,7,No,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Month-to-Month,No,Credit Card,28,89.9,Yes,0,33.09,2433.5,0,0,926.52,3360.02,0
Female,57,No,0,32.72523,-117.171346,27505,4,1,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,32,20.0359375,No,0,12.35,641.15,0,0,395.2,1036.35,0
Female,40,Yes,1,32.747484,-117.166877,30202,4,2,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,37,24.1,No,0,44.68,861.85,0,0,1653.16,2515.01,0
Female,47,No,0,32.741499,-117.127409,47689,4,0,No,None,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,14,109.9,Yes,24,23.13,7332.4,0,0,1549.71,8882.11,0
Male,36,Yes,0,32.741859,-117.090353,73006,4,1,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,No,Credit Card,67,109.9,Yes,24,23.13,7332.4,0,0,1549.71,8882.11,0
Female,36,No,0,32.741852,-117.243453,27959,4,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,51,87.55,Yes,7,14.37,4475.9,0,0,732.87,5208.77,0
Male,58,No,0,32.76501,-117.19938,24169,3,0,No,Offer E,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,4,50.575,Yes,21,1.88,202.3,0,0,7.52,209.82,0
Male,50,Yes,0,32.805518,-117.169052,46828,3,0,Yes,None,Yes,No,DSL,Yes,No,No,No,Yes,No,No,Month-to-Month,No,Credit Card,4,59.75,No,51,6.03,1374.35,0,0,132.66,1507.01,0
Male,22,Yes,0,32.762506,-117.07245,56887,3,10,No,Offer D,Yes,Yes,DSL,Yes,No,No,No,Yes,No,No,One Year,Yes,Bank Withdrawal,22,59.75,Yes,51,6.03,1374.35,0,0,132.66,1507.01,0
Male,48,No,0,32.765299,-117.122565,33083,4,0,Yes,Offer B,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44,111.5,Yes,19,44.45,4915.15,0,0,1955.8,6870.95,0
Male,47,No,0,32.808814,-117.134694,25232,3,0,No,None,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,One Year,No,Bank Withdrawal,30,70.4,Yes,22,32.41,2044.75,0,0,972.3,3017.05,0
Male,22,No,2,32.677716,-117.047666,36351,3,5,Yes,Offer D,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,16,84.9,Yes,59,9.16,1398.25,0,0,146.56,1544.81,0
Male,21,Yes,0,32.677716,-117.047666,36351,3,5,No,None,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,71,54.5,Yes,73,48.32,3778.2,0,0,3430.72,7208.92,0
Male,39,No,0,32.677716,-117.047666,36351,5,0,Yes,Offer B,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,43,75.35,Yes,73,19.66,3161.4,0,0,845.38,4006.78,0
Male,20,Yes,0,32.578103,-117.012975,68776,4,3,No,Offer B,No,Yes,DSL,Yes,No,No,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal,50,44.45,Yes,73,0,2188.45,0,0,0,2188.45,0
Female,42,No,0,33.674583,-114.71612,24659,3,0,Yes,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,One Year,No,Bank Withdrawal,37,64.65,Yes,9,37.18,2347.85,0,0,1375.66,3723.51,0
Female,59,Yes,1,33.929812,-116.76058,2355,4,2,Yes,None,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,32,98.85,Yes,22,24.04,3089.6,0,0,769.28,3858.88,0
Female,51,Yes,2,33.948558,-116.516976,22796,3,0,Yes,None,Yes,Yes,None,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,60,20.1,No,0,27.34,190.25,0,0,246.06,436.31,0
Male,60,No,3,34.137742,-114.36514,1564,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,9,20.1,No,0,27.34,190.25,0,0,246.06,436.31,0
Female,47,Yes,2,32.770393,-115.60915,43712,4,8,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,One Year,Yes,Credit Card,68,73,Yes,16,20.15,5163,0,0,1370.2,6533.2,0
Male,62,No,0,32.811001,-115.152865,8062,3,0,Yes,None,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,26,87.75384615,Yes,30,37.69,2281.6,0,0,979.94,3261.54,0
Male,49,Yes,2,32.858595,-115.662709,14546,3,10,No,Offer A,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,69,19.9,No,0,28.19,1356.7,0,0,1945.11,3301.81,0
Male,60,No,0,34.167236,-116.281511,8141,4,0,No,Offer D,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,11,20.4,No,0,49.8,231.45,0,0,547.8,779.25,0
Male,19,No,0,33.695532,-116.310571,23971,4,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,50.75,Yes,26,24.66,50.75,0,0,24.66,75.41,0
Female,41,No,3,34.097863,-116.594561,3499,3,7,Yes,Offer B,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,53,80.45754717,Yes,29,34.98,4264.25,0,0,1539.12,5153.05,0
Male,42,No,0,33.345825,-115.596574,2753,3,0,No,Offer B,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,One Year,No,Bank Withdrawal,44,65.4,Yes,2,34.98,2774.55,0,0,1539.12,4313.67,0
Male,47,No,0,33.745746,-116.514215,18884,3,0,No,Offer C,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,29,48.95,Yes,25,10.06,1323.7,0,0,291.74,1615.44,0
Female,47,Yes,2,33.53604,-116.119222,17018,4,8,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,18,20.45,No,0,14.6,357,0,0,262.8,619.8,0
Male,60,Yes,1,33.28156,-115.955541,799,5,1,Yes,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,62,24.8,No,0,16.48,1476.25,0,0,1021.76,2498.01,0
Male,19,No,0,32.852947,-114.850784,3663,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,62,20.05,No,0,33.68,1201.65,0,0,2088.16,3289.81,0
Female,32,Yes,3,34.559882,-115.637164,42,4,0,No,None,No,Yes,Cable,Yes,No,No,Yes,No,No,No,Two Year,No,Bank Withdrawal,25,35.05,Yes,75,0,844.45,0,0,0,844.45,0
Female,26,No,0,34.1678,-116.86433,301,4,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,8,20.2,No,0,5.27,140.95,0,0,42.16,183.11,0
Male,47,No,0,34.424926,-117.184503,28819,3,0,No,None,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,35,49.2,Yes,26,0,1701.65,0,0,0,1701.65,0
Male,60,No,0,35.28952,-116.092214,904,3,0,Yes,Offer C,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,24,24.6,No,0,47.33,592.65,0,0,1135.92,1728.57,0
Female,47,Yes,1,35.349241,-116.770281,9465,4,5,No,None,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,2,71.65,Yes,10,29.03,135.75,0,0,58.06,193.81,0
Female,24,No,0,34.029175,-117.307211,11024,4,0,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,41,106.5,Yes,59,36.7,4282.4,0,0,1504.7,5787.1,0
Male,28,Yes,3,34.255203,-117.175654,455,4,0,Yes,None,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,4,58.5,Yes,52,35.2,224.85,0,0,140.8,365.65,0
Male,45,No,0,34.030915,-117.273201,52202,4,0,No,None,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,48,78.57291667,Yes,10,3.59,3771.5,0,0,172.32,3943.82,0
Male,36,Yes,0,36.27688,-117.033326,443,5,6,Yes,None,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,60,109.45,Yes,9,4.59,6572.85,0,0,275.4,6848.25,0
Male,30,No,0,34.087558,-117.464096,82630,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,20.05,No,0,11.1,20.05,0,0,11.1,31.15,0
Female,33,No,0,34.702766,-116.093376,23,5,0,No,None,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Two Year,No,Credit Card,42,66.5,Yes,20,34.76,2762.75,0,0,1459.92,4222.67,0
Female,45,No,0,34.067699,-116.903891,958,4,0,No,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,1,49.55,Yes,15,10.83,49.55,0,0,10.83,60.38,0
Female,53,Yes,0,34.361387,-117.337509,68515,3,7,Yes,None,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,72,82.65,Yes,11,17.28,5919.35,0,0,1244.16,7163.51,0
Male,40,No,0,34.129677,-117.154277,48245,3,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,15,49,Yes,28,11.75,749.25,0,0,176.25,925.5,0
Female,50,No,0,34.2565,-117.19335,9793,3,0,Yes,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,11,25.2,No,0,1.87,245.15,0,0,20.57,265.72,0
Male,37,Yes,0,34.238162,-117.534306,1090,3,6,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,72,110.9,Yes,14,273.5322222,8240.85,0,0,19694.32,11564.37,0
Female,20,Yes,0,34.103578,-117.04054,7324,3,0,Yes,None,Yes,Yes,None,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,43,26.2,No,0,49.22,1048,0,0,1968.8,3046.3,0
Female,47,Yes,4,34.711224,-114.702256,5488,3,5,Yes,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,40,26.2,No,0,49.22,1048,0,0,1968.8,3046.3,0
Female,43,No,0,35.478736,-115.516984,162,5,2,No,None,Yes,No,None,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,57,19.9,No,23,44.86,1115.6,0,0,2557.02,3672.62,0
Male,50,Yes,0,34.064073,-117.166158,36675,4,9,No,None,Yes,Yes,DSL,No,Yes,No,No,Yes,No,No,One Year,Yes,Credit Card,43,56.35,Yes,23,4.34,2391.15,0,0,186.62,2577.77,0
Male,24,No,0,34.156758,-117.404686,18518,5,0,Yes,None,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,3,50.4,Yes,59,29.74,137.25,0,0,89.22,226.47,0
Male,47,Yes,1,35.924252,-116.188668,87,4,5,No,None,Yes,Yes,DSL,No,No,Yes,No,No,No,No,Two Year,Yes,Credit Card,55,56.72545455,Yes,30,46.61,3119.9,0,0,2563.55,5683.45,0
Male,40,No,0,34.243088,-116.830015,1834,4,0,No,Offer C,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,29,18.25862069,No,0,49.52,529.5,0,0,1436.08,1965.58,0
Female,47,No,2,33.362575,-117.299644,42239,4,0,Yes,None,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,12,105.2,Yes,23,17.85,6936.85,0,0,214.2,1180.75,0
Male,60,Yes,3,35.013299,-116.834092,1195,3,7,Yes,Offer C,Yes,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,27,75.75,Yes,23,25.26,1929,0,0,682.02,2611.02,0
Female,20,No,0,34.04597,-117.011825,41575,4,0,No,None,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,58,95.3,Yes,73,35.55,5817.7,0,0,2061.9,7879.6,0
Male,56,No,0,34.183286,-117.221722,53636,3,0,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,9,19.85,No,0,40.74,178.8,0,0,366.66,545.46,0
Male,36,Yes,0,34.122501,-117.320138,23146,3,10,No,Offer E,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,8,54.75,Yes,16,19,445.85,0,0,152,597.85,0
Male,47,No,0,33.9108,-117.398153,46550,3,0,No,None,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,12,81.45,Yes,16,11.04,977.4,0,0,132.48,1044.48,0
Female,20,No,1,33.976328,-117.319786,48649,3,0,Yes,Offer A,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Two Year,Yes,Credit Card,66,90.95,Yes,51,27.09,5930.05,0,0,1787.94,7717.99,0
Male,43,No,0,33.739415,-116.968339,29687,4,0,Yes,None,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,10,79.85,No,22,15.6,797.25,0,0,156,953.25,0
Female,53,Yes,2,33.739415,-116.968339,29687,4,5,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,3,19.3,No,0,10.13,54.7,0,0,30.39,85.09,0
Male,32,No,0,33.761894,-117.120868,4283,3,0,No,None,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,2,54.45,No,19,19.87,87.3,0,0,39.74,127.04,0
Male,27,No,0,33.88274,-117.224878,22983,5,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,17,19.65,No,11,47.79,351.55,0,0,812.43,1163.98,0
Male,47,Yes,2,33.88274,-117.224878,22983,4,9,Yes,Offer A,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,69,105,Yes,11,22.49,7297.75,0,0,1551.81,8849.56,0
Male,63,Yes,0,33.923149,-117.244933,61205,3,0,Yes,None,Yes,No,None,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,1,19.78207547,No,0,28.46,1048.45,0,0,1508.38,2556.83,0
Female,51,Yes,0,33.548869,-117.334165,36149,3,6,Yes,None,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Credit Card,58,109.1,Yes,7,37.15,6393.65,0,0,2154.7,8548.35,0
Male,44,No,0,33.581045,-117.14719,18311,3,0,No,None,No,Yes,Cable,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,46,30.75,Yes,19,0,1489.3,0,0,0,1489.3,0
Female,39,Yes,2,33.828289,-117.201666,26357,3,7,Yes,None,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Credit Card,6,94.05,Yes,19,41.29,518.75,0,0,247.74,766.49,0
Male,22,Yes,2,33.739412,-117.173334,8692,4,0,Yes,None,Yes,No,None,No,Yes,No,Yes,Yes,No,No,Month-to-Month,No,Credit Card,10,20.45,No,0,46,34.8,0,0,92,126.8,0
Female,23,No,0,33.707483,-117.200006,18161,4,0,No,None,Yes,No,None,No,No,No,No,No,No,No,One Year,No,Credit Card,2,20.45,No,0,46,34.8,0,0,92,126.8,0
Female,27,Yes,0,33.703976,-117.824172,17621,3,1,Yes,Offer B,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,64,58.69453125,Yes,52,40.28,3756.45,0,0,2577.92,6334.37,0
Female,47,No,0,33.643095,-117.810896,41062,3,0,Yes,Offer C,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,26,100.5,Yes,0,25.66,2599.95,0,0,667.16,3267.11,0
Female,57,Yes,1,33.680302,-117.833296,22499,4,3,No,None,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,15,20.05,No,0,37.9,284.3,0,0,568.5,852.8,0
Female,44,No,0,33.570023,-117.773669,25206,5,0,No,Offer E,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,2,49.2,Yes,4,29.28,103.7,0,0,58.56,162.26,0
Female,47,Yes,2,33.570023,-117.773669,25206,5,1,No,Offer B,Yes,No,None,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,46,19.25,No,0,24.33,864.2,0,0,1119.18,1983.38,0
Male,40,No,0,33.570023,-117.773669,25206,3,0,No,Offer E,Yes,No,None,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1,19.65,No,0,13.85,19.65,0,0,13.85,33.5,0
Male,38,No,0,33.606899,-117.717854,48273,4,0,Yes,Offer B,Yes,Yes,DSL,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,46,72.8,Yes,19,41.1,3249.4,0,0,1890.6,5140,0
